theta,omega
3.0893944030,-0.5753021985
2.5752602938,-1.0944311781
3.0314512199,-0.8451555832
2.3120175148,-1.1387821602
3.0326063695,-0.8409062677
2.2830599534,-1.1612567020
3.1242074884,-0.5461419792
2.4721379701,-1.0831404654
3.1194625586,-0.8472505928
2.4264176585,-1.1902328004
3.0800046371,-0.7719070877
3.1163429668,-0.9008005733
2.1623081694,-1.2717243852
2.9855597239,-0.6570231222
2.9935757171,-0.9400872712
2.9618774713,-0.6395812735
2.7055547176,-1.0605282123
2.8399961192,-0.7717830281
2.9960446588,-0.6114983059
2.4448261454,-1.1138948947
3.0434355531,-0.8485092292
2.2645691932,-1.1770708308
3.1029273715,-0.5635590790
3.0288146208,-0.8395861834
2.3079135815,-1.1487376773
3.1391220362,-0.5343441088
3.0336077880,-0.8471481041
2.3175330845,-1.1358085963
3.0545805287,-0.8019060261
2.1755164563,-1.2898241213
2.9848589013,-0.6573708174
2.9694564379,-0.9488463174
3.0853538366,-0.5459183393
3.1162631558,-0.8475706487
2.3943088371,-1.2032925248
3.0765373915,-0.7793175629
2.6978718138,-1.0649025270
2.8883466778,-0.9664235236
2.8461051234,-0.9821583935
3.1266396295,-0.8865972954
2.1836070148,-1.2886563217
2.9901220167,-0.6546317865
2.4494857805,-1.1327518075
3.0379702113,-0.8444804510
2.2794984842,-1.1657575596
3.1187006692,-0.5519098551
2.7744136667,-0.6716779322
2.8802462098,-0.7016471638
2.4828929189,-1.0050251326
2.4589290297,-1.0910689103
3.0882789153,-0.8486033596
2.1756827761,-1.2897697764
2.9769234768,-0.6606818300
2.7119923865,-1.0609421833
2.7562251201,-0.6878248069
3.0169532465,-0.5996857569
2.7017501831,-0.7281010673
3.0448354826,-0.8485740039
2.2558021930,-1.1894185358
3.0826495569,-0.5770183264
2.2700657019,-1.0448501556
2.6948041221,-0.8855590970
2.4901718218,-1.0630773967
2.4565643647,-1.0949402817
3.0774942689,-0.8501021300
2.1651718832,-1.2796607514
2.9751659760,-0.6626110604
2.6168738562,-1.1047311707
2.4796609944,-1.0723494089
2.4429665174,-1.1317797006
3.0347394876,-0.8421841958
2.2870020900,-1.1653665149
3.1160545772,-0.5521597646
3.1231021342,-0.8479655244
2.4860529295,-1.1624593912
3.0502206337,-0.8496147793
2.2340894629,-1.2073789892
3.0585861207,-0.5956919693
3.0320166238,-0.8368098330
2.2795715776,-1.1716819173
3.1075074468,-0.5590790888
3.0509836595,-0.8530092359
2.2477834129,-1.1968308514
3.0730039249,-0.5852096821
3.0723236982,-0.9023878299
2.3529293566,-1.1068130453
3.0960859872,-0.7551227896
2.5523850781,-1.1027824395
3.0541184633,-0.8056896539
2.1659277161,-1.2899643103
2.9780348141,-0.6644909997
2.5737221619,-1.1222999607
3.0311360586,-0.8220632719
2.2133936296,-1.2240190559
3.0364514036,-0.6120432314
2.4743423771,-1.1299273713
3.0656723951,-0.8505376809
2.1848606857,-1.2532294426
3.0016593803,-0.6412782633
2.4917580388,-1.1261038523
3.0984938247,-0.8491043006
2.1986653436,-1.2841854213
3.0028339637,-0.6428359820
3.0855768351,-0.8963288062
2.2556505234,-1.1906455929
3.0814210467,-0.5789935722
2.6382672572,-1.0716719896
2.0910395736,-1.1672694345
2.9939767297,-0.6480218317
3.0967138254,-0.4245848990
3.0894069737,-0.7642786475
2.9306876475,-0.5555914944
3.0390420787,-0.4729454719
3.0307063091,-0.8382927994
2.2898001270,-1.1573323453
3.1302207275,-0.5427789890
2.4409522098,-1.1296582532
3.0349380106,-0.8416654479
2.2749564025,-1.1679175009
3.1151200541,-0.5533645155
3.0892854535,-0.8506904615
2.1738840753,-1.2896995151
2.9756290995,-0.6621790241
2.6396005275,-1.0941473699
2.9322855066,-0.9485812387
3.0659022798,-0.7825495578
2.4930803103,-1.1601636560
3.0601310927,-0.8508489666
2.2056387488,-1.2341100559
3.0249999159,-0.6234633717
2.4456425547,-1.1042240093
3.0535919056,-0.8494698151
2.2138826753,-1.2234419183
3.0371077893,-0.6114625452
2.5496127144,-0.8461606672
2.5126470307,-1.1201944403
2.1794187936,-1.1103752240
3.0734488280,-0.5819790219
3.0066014692,-0.9234272956
2.8397492757,-0.7343901968
2.8617451605,-0.7145374537
2.6509714418,-0.8801916529
3.0630026926,-0.7908500374
2.2948212938,-1.2477847092
3.0858708520,-0.5779727128
2.9785383032,-0.5183664241
2.8779600847,-0.9742986153
2.4406629980,-1.1284752298
3.0352810024,-0.8418744896
2.2755447204,-1.1677146278
3.1155105277,-0.5533013519
2.6185329802,-1.0765920362
2.7782653232,-0.6737195663
2.8961508123,-0.6886645820
2.3368845218,-1.1253566062
2.8357629108,-0.9906647499
2.4428955507,-1.1312000259
3.0352409218,-0.8420877539
2.2757752014,-1.1673623924
3.1159240167,-0.5528307501
3.0380076143,-0.8148360605
2.1788630101,-1.2589933576
2.9949392153,-0.6461644993
2.8530082982,-0.6118027391
2.2258131158,-1.2145748981
3.0493940931,-0.6025774122
3.0519899236,-0.8521024660
2.2286232638,-1.2104771873
3.0538512438,-0.5981483980
3.0652264767,-0.8530208043
2.1937646415,-1.2449821975
3.0116010148,-0.6338315028
2.7977102124,-1.0029063209
2.8216630742,-0.9923460415
2.8145021892,-0.6435620019
2.5756223813,-0.9391348536
3.0925813142,-0.8968435511
2.2288248024,-1.2082442728
3.0618527845,-0.5971481961
2.9927989285,-0.5056398201
2.6114620301,-0.7943266674
3.0363975356,-0.8495417888
2.3159412385,-1.1375494590
3.0351698494,-0.8326558600
2.2465787434,-1.1930219418
3.0819157031,-0.5810114582
3.0040654297,-0.9220749832
2.8331366539,-0.7373060382
2.8899925513,-0.6907243447
2.3620621185,-1.1025685387
3.0820013355,-0.7717778207
2.9965483461,-0.9404576613
2.9576076129,-0.6441560062
2.5007383554,-1.1559932439
3.0783859692,-0.8497753616
2.1637967390,-1.2820338190
2.9732150699,-0.6637566302
2.5591711590,-1.1309989887
2.6256409401,-1.0767379758
2.7968321672,-0.8009784855
3.0762343418,-0.7725038997
3.0031555756,-0.9384200208
2.9221133574,-0.6716620121
2.1774412864,-1.2573348558
3.0021837324,-0.6451555388
2.5948314197,-0.8118166898
2.5923976578,-0.9731255199
2.8949363335,-0.9668077798
3.1150422816,-0.8447841099
2.4644532886,-1.1733992790
3.0330083827,-0.8362405134
2.2695068407,-1.1793643367
3.0967972276,-0.5669830969
3.0511118713,-0.8539488759
2.2547646560,-1.1862311162
3.0910021853,-0.5738951001
2.4013058097,-0.9525971611
2.1115367554,-1.1555101443
3.0057332876,-0.6345827059
2.9130975868,-0.5702366619
2.9313199863,-0.9650371554
3.0395185136,-0.8467363154
2.2745974992,-1.1740426574
3.1035708308,-0.5606885263
3.0472714438,-0.8016976478
2.1700619871,-1.2898157211
2.9736466835,-0.6623123673
2.6132594537,-1.1050729881
2.7292203696,-1.0348390806
2.5825995407,-0.9811769755
2.4660547921,-1.0810178217
3.1237444101,-0.8421414029
2.7041625879,-1.0633989883
2.4579624017,-0.9098354150
3.0315321486,-0.8400999293
2.2965054976,-1.1525115822
3.1370882871,-0.5379202471
2.9236499065,-0.9557364339
3.0458074838,-0.8491622430
2.2546914774,-1.1849784864
3.0921424734,-0.5718632719
2.8071077941,-1.0035686791
2.7110103831,-1.0589496303
2.4471088987,-1.1018076325
3.0582562428,-0.8494640801
2.1953603427,-1.2397593099
3.0164338881,-0.6274269671
3.0830432544,-0.7738603923
3.0482890719,-0.9212073056
2.5926094150,-0.9251188627
2.3941809603,-0.9560026731
3.1319836187,-0.7279238830
2.4488777411,-1.1334932201
3.0364076983,-0.8448528505
2.2856576561,-1.1656712043
3.1153119596,-0.5520480139
3.0940909085,-0.8517952087
2.1707807328,-1.2905891866
2.9814387153,-0.6600646077
2.7853973630,-1.0249462180
2.9972568252,-0.5042430514
2.5099638775,-1.0462010084
2.5408924201,-1.0122660271
2.5275652995,-1.0264789654
3.0388117326,-0.8226732864
2.2003691206,-1.2336444279
3.0296373514,-0.6227849815
3.0548462834,-0.8505900678
2.2234381174,-1.2121234526
3.0565167803,-0.6006906915
3.0576372395,-0.9086059250
2.4826657745,-1.0069395133
2.8729438141,-0.7436344121
2.7251323764,-0.8174779218
3.0664911570,-0.7850647078
2.4304639160,-1.1912453545
3.0929354764,-0.7660675818
2.8745686574,-0.5992424798
2.1581346625,-1.2842999971
2.9765068158,-0.6641448546
2.5683824101,-1.1236197415
3.0621459294,-0.7866432120
2.3689780830,-1.2173414783
3.0598723147,-0.9074033238
2.4594839498,-1.0244978033
2.2004867937,-1.0927476325
3.1038609742,-0.5615858425
3.0437956479,-0.8099479761
2.1673930925,-1.2774436233
2.9774995344,-0.6613838130
2.6879439298,-1.0728830868
2.9520510127,-0.9449277931
3.1402129475,-0.5019965181
3.0297153926,-0.8295147192
2.2450425519,-1.1968051551
3.0720838173,-0.5839517961
3.0562918883,-0.9058247807
2.4644155245,-1.0246951524
2.5662862613,-0.9909986844
2.8188845029,-0.7831137703
3.0865946634,-0.5447001361
3.0338975498,-0.8489853765
2.3190774155,-1.1391581604
3.0468755719,-0.8503727073
2.2550711512,-1.1904090144
3.0814740846,-0.5782693917
2.4700967235,-1.1313234287
3.0564995541,-0.8510984628
2.2128095587,-1.2199539627
3.0458150223,-0.6080552902
2.4675523074,-1.1321512945
3.0515892553,-0.8510368403
2.2434634371,-1.1960905405
3.0780098390,-0.5845103059
3.0066975736,-0.9215460040
2.8197861170,-0.7479786232
2.9852736015,-0.6184940989
2.5647244199,-1.0979776013
3.0693102135,-0.7825478564
2.5167535913,-1.1517005432
3.1082193100,-0.8491613135
2.2609947927,-1.2626578545
3.0543693004,-0.6042822347
3.0593893870,-0.8546122324
2.2200021389,-1.2154723200
3.0523351698,-0.6043086575
3.0612083547,-0.8541628724
2.2064938701,-1.2260760856
3.0382411264,-0.6144864625
3.0541821206,-0.7957227951
2.2195302100,-1.2784041817
3.0120071523,-0.6314327877
2.7024508451,-0.8798647185
2.9875177043,-0.5121499774
3.1158131906,-0.7382419541
2.8950358360,-0.5803951050
2.4076293262,-1.1998701917
2.9882935007,-0.9331674041
2.9761498276,-0.6267631825
2.7410163397,-1.0261186027
2.6479788228,-0.7697798930
2.0009331746,-1.2286217935
2.8998715548,-0.7193492069
2.4481617156,-1.0359699400
3.0369588014,-0.8500381775
2.2900954428,-1.1592945161
3.1284163461,-0.5461892452
2.7177771264,-1.0371390918
2.6888085045,-1.0484477521
2.7246312665,-1.0328163159
2.0881416177,-1.1718250323
2.9823645154,-0.6530615474
2.3337880993,-1.2345447002
3.1112780788,-0.5567859410
2.4574950106,-0.9101084653
3.0314649672,-0.8385554837
2.2894206792,-1.1580831599
3.1293705822,-0.5438450967
3.1346007355,-0.8411863471
3.1145947185,-0.8991271386
2.1691036093,-1.2732509017
2.9808039012,-0.6586187482
2.8490957322,-1.0023572481
2.8054407268,-0.6497011644
2.6464721613,-0.8832162583
2.4350566428,-1.1201256543
3.0335184845,-0.8437752946
2.2814913102,-1.1663466569
3.1188038215,-0.5537895168
2.6952521997,-0.8884329394
2.5060614101,-1.0478563325
2.9312399936,-0.5545218431
3.0446330676,-0.8066834399
2.1637217475,-1.2843167448
2.9720481850,-0.6645431731
2.5243606638,-1.1469809116
3.1394389862,-0.8430310195
3.1026625244,-0.9010032820
2.1931220444,-1.2431199367
3.0128056724,-0.6312677287
2.4395201562,-1.1255434310
3.0353492459,-0.8426495106
2.2763006010,-1.1666909794
3.1167412726,-0.5519726081
2.8444564214,-0.6190544730
2.2957929594,-1.1576836673
3.1265891308,-0.5430572254
2.5972701440,-1.0880500733
2.5817738921,-0.9822848491
2.7323075774,-0.7066698037
3.0347756076,-0.8196949651
2.1941222177,-1.2417435730
3.0143675668,-0.6295799864
2.4871393267,-1.0682540034
3.0522615663,-0.7986793089
2.1934368242,-1.2866315453
2.9901312441,-0.6499298468
3.1400984595,-0.8411551298
3.0434066786,-0.8099766536
2.1670699338,-1.2771670185
2.9775318499,-0.6610912495
2.6997478881,-1.0673440729
2.4638629902,-1.0902769686
3.0933275923,-0.8499709510
2.1730873237,-1.2903122525
2.9830864464,-0.6586803188
2.8739664621,-0.9870831162
2.8091663437,-0.7940933451
3.1128823712,-0.7427938898
2.5062251979,-1.0436407006
2.4831185156,-0.8925530560
2.7505277293,-1.0266007352
2.4358459082,-1.1267743761
3.0323961859,-0.8411861030
2.2836650095,-1.1659900894
3.1143456805,-0.5516485488
3.1048422524,-0.8494364030
2.2422069983,-1.2686683184
3.0398219956,-0.6131119539
2.4733433058,-1.1700503593
3.0359468700,-0.8430147218
2.2771984170,-1.1664154282
3.1173044013,-0.5519323383
2.4436566729,-1.1109366793
3.0447538354,-0.8487987544
2.2600844549,-1.1864941469
3.0868562063,-0.5742496931
2.6071821361,-0.9553023113
3.1367426778,-0.8446261776
2.9022217657,-0.9774798578
2.6138749994,-0.9510246227
3.0589783205,-0.7882760223
2.3134049843,-1.2415679577
3.0948104599,-0.5669151075
2.4374633468,-1.1313617599
3.0314462270,-0.8404930941
2.2819874675,-1.1666747427
3.1131278777,-0.5520019976
3.0435744239,-0.9106933775
2.5710751423,-0.9423493105
2.7262820536,-0.7120696772
2.7884153808,-1.0082304924
2.7447757247,-0.6986291057
3.0911813732,-0.5403280995
3.0276215953,-0.8435591878
2.3204198003,-1.1366709382
3.0313500391,-0.8266379029
2.2293742216,-1.2105064795
3.0541150134,-0.5984404121
3.0310477914,-0.8458174998
2.3230167276,-1.1365022923
3.0321953491,-0.8307485449
2.2501859464,-1.1950440531
3.0755036210,-0.5833989282
3.0102900982,-0.9239287268
2.8266782138,-0.7398325761
2.9202127094,-0.6715089562
2.1733233597,-1.2580572453
2.9999932272,-0.6446792530
2.7355139219,-0.8498790714
2.4425468694,-1.1226837281
3.0382920736,-0.8446172681
2.2799091117,-1.1657019859
3.1188908945,-0.5520070294
2.9412703721,-0.5443218898
3.0793575517,-0.8501596671
2.1539169621,-1.2827153066
2.9751586227,-0.6637165713
2.5796444639,-1.1227236883
3.0525376007,-0.8487754494
2.2164743372,-1.2213465106
3.0398745897,-0.6094242655
2.7936526823,-1.0080928400
2.4170310933,-0.9399764439
3.0336663007,-0.9142954571
2.6500094153,-0.8813311773
2.9849815459,-0.5118227952
3.0328023833,-0.8473063389
2.3122691200,-1.1382076270
3.0321189301,-0.8337747174
2.2654324395,-1.1830288053
3.0919532546,-0.5710449110
3.0685567307,-0.9034300217
2.3789761457,-1.0861631078
3.0353266415,-0.8199251654
2.1918179008,-1.2435544755
3.0120167995,-0.6311725367
2.5902833526,-0.9727033913
2.7920909095,-1.0063008927
2.7613199227,-0.8308395637
2.5895626606,-0.9739136053
3.0463594781,-0.9096965764
2.5485801869,-0.9597514615
2.4539015851,-1.0960186820
3.0734326548,-0.8497007529
2.1655314976,-1.2749693614
2.9782290109,-0.6590260401
2.7951848503,-1.0238729090
3.0302287770,-0.8451390251
2.3245411437,-1.1353115465
3.0426579924,-0.8124296247
2.1691368343,-1.2725812516
2.9813462824,-0.6577116130
2.9013294425,-0.9803606149
3.1208332634,-0.7374589963
3.0645457232,-0.8505813521
2.1804777644,-1.2487850438
3.0097678749,-0.6360375943
2.5562965756,-1.0010012481
3.0220991621,-0.9214023926
2.7624107997,-0.7909305976
3.0516748536,-0.8499586049
2.2336648775,-1.2088118249
3.0571522635,-0.5976893638
3.0308931426,-0.8477551721
2.3165608834,-1.1388599251
3.0338373541,-0.8459905545
2.2892850276,-1.1600384546
3.1274358989,-0.5470310123
2.4419833467,-1.1321500005
3.0338447527,-0.8418495169
2.2857664764,-1.1655438045
3.1154734741,-0.5518822925
3.1263042156,-0.8468372896
2.5842360951,-1.1163000175
3.0365087271,-0.8222833821
2.1992945344,-1.2322837532
3.0303544968,-0.6204838163
2.8779765309,-0.7388763734
2.6802057671,-0.8579685503
2.4581787959,-0.9096557721
3.0315497414,-0.8411814567
2.3010495348,-1.1488422725
3.0365305793,-0.8500316640
2.2993243380,-1.1531478374
3.1319970031,-0.5376747248
2.5634568330,-0.9952300526
2.4602338573,-1.1330084503
3.0444800211,-0.8489197627
2.2649915800,-1.1774903571
3.1026762522,-0.5644240637
3.0384291917,-0.8510413710
2.3001130765,-1.1481549800
3.1039610914,-0.7457890267
2.6698714019,-0.7560298541
3.0619503590,-0.8528027558
2.2000642525,-1.2377995721
3.0198341170,-0.6264841313
2.4457141122,-1.1332958964
3.0346597689,-0.8436460641
2.2856408983,-1.1649672734
3.1159880851,-0.5508805873
2.5483007958,-1.1043256157
3.0443730475,-0.8071825179
2.1636650196,-1.2834856693
2.9724393705,-0.6642277548
2.5373392504,-1.1409767608
2.5217526021,-1.1159049503
3.1349503387,-0.8452039372
2.8406628531,-1.0024496206
2.4538802168,-1.1333841176
3.0397262761,-0.8466236694
2.2740116935,-1.1691401440
3.1136332277,-0.5549422684
3.0750042124,-0.8547375075
2.1733545517,-1.2608085685
2.9978217288,-0.6484502789
2.9786212412,-0.5182680969
3.0494189082,-0.8520051917
2.2412787122,-1.2001456504
3.0676834481,-0.5875990145
2.4890245451,-1.0614586748
2.4488834974,-1.1328316962
3.0374569763,-0.8443375706
2.2787065401,-1.1658711408
3.1183276578,-0.5517332355
2.6985449810,-0.7289773612
3.0547411634,-0.8516964601
2.2364270948,-1.2030394232
3.0692478013,-0.5922703397
2.4673025549,-1.0814728462
3.1227896357,-0.8432221937
2.6358739778,-1.0953841129
3.0227121781,-0.4864282313
2.8163025651,-0.7867953859
3.1109723230,-0.5279604175
2.4441573896,-1.1067070479
3.0493727661,-0.8492125587
2.2317390521,-1.2083239196
3.0568972704,-0.5961588191
3.0333045147,-0.9154407438
2.6559695663,-0.8712007223
2.0949967928,-1.1658276265
2.9964264173,-0.6484398961
2.7144956519,-0.8728033385
2.4573464747,-1.0972679912
3.0729801335,-0.8515242040
2.1652652255,-1.2666295540
2.9903447849,-0.6524621088
3.1164256146,-0.8438689364
2.4998650755,-1.1573153687
3.0733003199,-0.8507964792
2.1722899027,-1.2693936623
2.9847729675,-0.6556488954
3.0685583079,-0.9178841976
2.4660724011,-1.0202557190
2.4938222354,-1.1256778675
3.1026751623,-0.8488231234
2.2250711091,-1.2755477526
3.0244208726,-0.6262634030
3.1345848127,-0.7256152232
2.6124225142,-1.0807831682
3.1087181631,-0.8495238958
2.2712657589,-1.2576820314
3.0646082011,-0.5947121589
2.5941207032,-0.9661268700
2.5750045233,-0.9894935192
2.4124630309,-0.9453799852
2.7715655404,-0.6756867215
2.9166811134,-0.6704105811
2.1759139864,-1.2596836569
2.9998355633,-0.6474246881
3.0943677525,-0.4309048480
3.0960999300,-0.7626268423
2.8307484082,-0.9900122529
2.0276934026,-1.2125210749
2.9239172278,-0.7003261982
2.2388177479,-1.2028381061
3.0644821652,-0.5903697778
2.7200737243,-0.8656868306
3.0677657438,-0.4511699906
2.6759703615,-0.9038215379
2.4219107068,-0.9361965309
3.0929615069,-0.8484119726
2.1955088590,-1.2858190619
2.9989950694,-0.6482981303
2.4521776636,-1.1335219387
3.0383500526,-0.8462743079
2.2809289191,-1.1693459579
3.1101949949,-0.5559076713
2.6857364675,-0.7392065220
2.8722237556,-0.9748425708
3.0655858991,-0.7904374349
2.3190758819,-1.2382015032
3.1069262335,-0.5628202034
3.0516388774,-0.8037260017
2.1636849113,-1.2905092691
2.9769334106,-0.6636704900
2.5899710410,-1.1134284390
3.0370994282,-0.8501788028
2.3032404643,-1.1456284652
2.0158656483,-1.2178533674
2.9216150886,-0.7073383191
2.2947722487,-1.1549136400
3.1342945553,-0.5408125829
3.0284636076,-0.4775173032
2.7328625804,-0.8553229510
3.0432475983,-0.4703709875
2.2986314968,-1.0238013613
3.0766388026,-0.7719789578
3.0358993865,-0.9263684199
2.6966968201,-0.8451772374
2.8078766574,-1.0022305393
2.4437760428,-1.1301898382
3.0365838245,-0.8423792005
2.2773694626,-1.1674294060
3.1163933376,-0.5536680215
3.0556973745,-0.7910677945
2.2597854636,-1.2634819197
3.0467305980,-0.6041382266
3.1373076562,-0.8459779469
2.8942079812,-0.9803406793
3.0596445783,-0.7960244393
2.2238934699,-1.2762145814
3.0229972137,-0.6280984929
2.6170736163,-1.0808332424
2.6924362747,-0.8897413012
2.8037035446,-0.6498580176
2.6462276305,-0.8818714162
2.8804087531,-0.5923037232
2.1906564404,-1.2868436424
2.9881441186,-0.6516870064
2.8051486898,-0.6499388500
2.6503419055,-0.8752204851
2.5008526203,-0.8795113737
3.0717476975,-0.8520406086
2.1714078172,-1.2670499672
2.9860376285,-0.6529816719
3.0260081685,-0.8413702227
2.3127736159,-1.1416397762
3.0907071229,-0.8474154648
2.1891828665,-1.2874061896
2.9941538027,-0.6519712065
3.0325348539,-0.8438275112
2.3124004531,-1.1406104570
3.0622636036,-0.8529625963
2.2039985368,-1.2297205776
3.0342427717,-0.6187220166
3.0676245592,-0.8518063350
2.1864935239,-1.2531736538
3.0023479368,-0.6417597580
2.5055559114,-1.1215013510
3.1415170010,-0.8417049164
3.0533699389,-0.9066171686
2.4850418434,-1.0084441439
2.6323962440,-0.7819096006
3.0732277168,-0.9034146023
2.3614254028,-1.1015305740
3.0765335858,-0.7752009976
2.8868823769,-0.9859358103
2.8892305278,-0.7273502413
2.5457007869,-0.9597632701
3.1121948656,-0.8913308300
2.1609160794,-1.2768613868
2.9816303529,-0.6613020571
2.7302870015,-1.0506844051
2.8748346650,-0.7399833755
2.6936862821,-0.8462532729
3.0596420270,-0.8535970459
2.2177897882,-1.2236945318
3.0383352474,-0.6133578962
3.1338143588,-0.8454691841
2.8209870973,-1.0098491826
2.4473578304,-1.1148513342
3.0446909832,-0.8489298610
2.2717094558,-1.1735109790
3.1087092149,-0.5610080804
3.0336323515,-0.8303980883
2.2454610298,-1.1940478932
3.0805879216,-0.5821326721
3.0647912136,-0.9009243063
2.3746917313,-1.0927137495
3.0521102105,-0.8033585264
2.1653073874,-1.2909802486
2.9782339400,-0.6612443496
2.7051782373,-1.0653582637
3.0007248858,-0.9281977951
2.8975867282,-0.6862284442
2.3131312061,-1.1433072825
2.4399649369,-1.1326928169
3.0317690767,-0.8414814037
2.2830409158,-1.1655390454
3.1145756358,-0.5506203435
2.0234438254,-1.2129459598
2.9285800767,-0.7018561741
2.2401639347,-1.1996431649
3.0737404461,-0.5882808276
2.6866964004,-1.0489897072
2.5147930695,-1.1166219235
2.9648435127,-0.9380484519
3.0729159474,-0.5563729799
2.5392268414,-1.0137956255
2.4646452896,-1.1325768665
3.0485339134,-0.8502694739
2.2529514192,-1.1878238280
3.0889032925,-0.5756200681
2.1828527893,-1.1052575525
3.0857907672,-0.5753977137
2.4576085429,-0.9130736103
3.0385790380,-0.8125863371
2.1709025038,-1.2667035252
2.9861113704,-0.6523390738
3.0679089878,-0.8532115275
2.1880639748,-1.2512450427
3.0044523203,-0.6398933537
2.5336119342,-1.1111019986
3.0046044236,-0.9258697718
2.8634313865,-0.7115090101
2.6178341712,-0.9044371709
2.3089923969,-1.0169163572
3.0595294980,-0.8004839475
2.1983717754,-1.2848873541
3.0013885973,-0.6462505738
2.4863161285,-1.1266003001
3.0922022530,-0.8480857417
2.1903246586,-1.2875242522
2.9875307421,-0.6522922886
2.5824084627,-0.9768381551
2.4523893028,-1.1812035726
3.0473662881,-0.8141734927
2.1618273557,-1.2747032455
2.9834704867,-0.6594016214
2.8393800361,-1.0027490576
2.8555810142,-0.7597391773
2.8902263475,-0.6924918521
2.3829020697,-1.0884437726
3.0457350788,-0.8150159721
2.1630212917,-1.2712785308
2.9862369007,-0.6565064753
3.0342358463,-0.9250672363
2.6880122239,-0.8501544057
2.5477207578,-1.1068446239
3.0548631683,-0.7939836132
2.2297716793,-1.2753291234
3.0199023247,-0.6263645993
3.0564414704,-0.8536295310
2.2309892437,-1.2122059396
3.0531707768,-0.6017109674
3.1021741371,-0.8489275140
2.2422224007,-1.2714204245
3.0297168532,-0.6198211575
2.5446490914,-1.1062802660
2.8713116108,-0.7451535999
2.7418838596,-0.8047592665
2.5502545960,-1.1064966646
3.0699895033,-0.7834338657
2.5005122460,-1.1542157385
3.0939725060,-0.8511284246
2.1714328663,-1.2903505812
2.9813611121,-0.6618207818
2.7091539471,-1.0602554382
3.0255674856,-0.8406672683
2.3123258013,-1.1420568531
3.1055465298,-0.8452961706
2.3174378790,-1.2395181898
3.1046413867,-0.5655196526
3.0389562095,-0.8511280144
2.3089209524,-1.1430977310
3.1391217924,-0.8439494475
3.0449412224,-0.9215022148
2.6083606519,-0.9120510621
2.8710835591,-0.9778664775
3.0409919660,-0.8517780689
2.2984643068,-1.1510344559
3.1391540176,-0.5364075277
2.8435134571,-0.9840933945
2.4400563135,-1.1109359990
3.0422323814,-0.8477592819
2.2546451725,-1.1882482295
3.0891013124,-0.5770260703
2.6233291412,-1.0778542909
3.0436608039,-0.8051059534
2.1614652985,-1.2863706774
2.9700901204,-0.6646143907
2.5046984272,-1.1549553621
3.0851573194,-0.8498339121
2.1683541200,-1.2880017476
2.9726688604,-0.6653107885
2.5084302046,-1.1552546885
3.0865403547,-0.8514626073
2.1585986661,-1.2874451168
2.9749191224,-0.6662082893
2.4911784415,-1.1600668840
3.0589823217,-0.8502371166
2.2021824725,-1.2355997491
3.0224547248,-0.6242388591
2.5522881246,-1.1029566099
3.0325268980,-0.8215546875
2.2033646680,-1.2320866414
3.0320595096,-0.6217387134
3.0270955657,-0.9188289911
2.7168360596,-0.8253276604
2.4463087882,-1.1326380713
3.0360453529,-0.8434097082
2.2772027892,-1.1661914922
3.1175198873,-0.5515682638
2.4704963232,-1.0788345249
3.1342269704,-0.8415896649
3.0285045998,-0.9309946604
2.7645580288,-0.7881142128
3.0356483653,-0.8445850720
2.2812617727,-1.1678900784
3.1117095392,-0.5536730190
2.6216174922,-1.0752139315
2.7182687359,-0.8700132099
2.6933159117,-1.0491706210
2.6284289949,-1.0751463431
2.5995482154,-1.0883886529
2.5739700287,-0.9845697846
3.0477053399,-0.8095793147
2.1575838576,-1.2824238206
2.9769727240,-0.6641624950
2.5721377177,-1.1222012350
3.1373636631,-0.7275198276
3.0198474690,-0.9204247826
2.7588948708,-0.7919410236
3.0575761298,-0.8495936450
2.2003393012,-1.2358421619
3.0215546090,-0.6238899498
3.0317112635,-0.4768231780
3.0355870403,-0.8499562058
2.3063655438,-1.1479226571
3.1394181685,-0.5322618574
3.0312026259,-0.8445795977
2.3111352219,-1.1395506037
3.0372094959,-0.8470263341
2.2859722793,-1.1589742432
3.1273667505,-0.5437338725
2.4390880383,-1.1311888893
3.0327030500,-0.8409500636
2.2837083669,-1.1664471495
3.1139183457,-0.5524188045
2.4409118439,-1.1290017230
3.0351927773,-0.8418293878
2.2754064397,-1.1677517831
3.1154288043,-0.5532989826
2.4445402360,-1.1331794780
3.0340989757,-0.8431639116
2.2855354750,-1.1648798629
3.1160381866,-0.5506871929
2.9954482836,-0.5052516644
3.1018009829,-0.4231169322
2.8276999313,-0.9946529727
2.7976947524,-0.8050328631
3.0456376334,-0.8138210771
2.1596186551,-1.2744816158
2.9826842777,-0.6586065959
2.8666041818,-0.9899957284
3.0447589578,-0.8148416169
2.1678108577,-1.2672811527
2.9909668288,-0.6538071550
2.5423353271,-0.8480112964
2.5478810954,-1.1048852468
3.0728083063,-0.4427290657
2.4785187513,-1.1689517670
3.0393230381,-0.8454019005
2.2805207107,-1.1656845901
3.1191113865,-0.5522600409
3.1270516161,-0.4031952557
3.1109978653,-0.7474227326
2.5337761995,-1.0213427923
3.0419920200,-0.8521523371
2.2992788412,-1.1511820069
3.1392765243,-0.5370381128
3.0587854860,-0.7884464372
2.3097610006,-1.2431131037
3.0914791763,-0.5694985071
3.0106296590,-0.9234168519
2.8202506552,-0.7444018806
2.9607546628,-0.6402307874
2.6748418481,-1.0738648992
2.5884717389,-0.8134235147
